"名称","住所","URL","コメント","電話番号","写真","担当課","避難対象の災害","経度","緯度","分類"
"指定避難所（根白石小学校）","仙台市泉区根白石字杉下前15","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.796649948789","38.3413372101122","指定避難所"
"指定避難所（高森小学校）","仙台市泉区高森3-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.845290436121","38.3409635533894","指定避難所"
"指定避難所（将監小学校）","仙台市泉区将監3-10-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震
※大雨時は初動で開設されません。","140.882563515501","38.3333963450511","指定避難所"
"指定避難所（将監中央小学校）","仙台市泉区将監10-3-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震
※大雨時は初動で開設されません。","140.873753547338","38.3366011587316","指定避難所"
"指定避難所（向陽台小学校）","仙台市泉区向陽台5-6-12","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.89774465884","38.3348360921307","指定避難所"
"指定避難所（七北田小学校）","仙台市泉区七北田字東裏90","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.892520741105","38.3228037002291","指定避難所"
"指定避難所（七北田中学校）","仙台市泉区七北田字東裏100","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震
※大雨時は初動で開設されません。","140.89292625531","38.3241896778688","指定避難所"
"指定避難所（松森小学校）","仙台市泉区鶴が丘2-2","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震
※大雨時は初動で開設されません。","140.919259074492","38.319430505293","指定避難所"
"指定避難所（黒松小学校）","仙台市泉区黒松3-11-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.886405040277","38.3079276997654","指定避難所"
"指定避難所（八乙女中学校）","仙台市泉区旭丘堤2-1-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","地震","140.890860156261","38.302398130103","指定避難所"
"指定避難所（南光台小学校）","仙台市泉区南光台7-10-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震
※大雨時は初動で開設されません。","140.900634128233","38.3005846381966","指定避難所"
"指定避難所（南光台東小学校）","仙台市泉区南光台東2-16-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.911822163929","38.2984711429667","指定避難所"
"指定避難所（南光台中学校）","仙台市泉区南光台7-24-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.901859000086","38.3026899720597","指定避難所"
"指定避難所（泉ケ丘小学校）","仙台市泉区明通4-12-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.861568532485","38.3561908681696","指定避難所"
"指定避難所（加茂小学校）","仙台市泉区加茂4-3","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.854697602418","38.3133761052294","指定避難所"
"指定避難所（八乙女小学校）","仙台市泉区松森字不動148","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.894965189708","38.3071781265206","指定避難所"
"指定避難所（鶴が丘小学校）","仙台市泉区鶴が丘1-350","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.929274644924","38.3151036856931","指定避難所"
"指定避難所（寺岡中学校）","仙台市泉区寺岡2-13-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.831111711781","38.340518640112","指定避難所"
"指定避難所（南中山小学校）","仙台市泉区南中山2-24-14","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.822792177979","38.3088357633028","指定避難所"
"指定避難所（虹の丘小学校）","仙台市泉区虹の丘1-10-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.873210078615","38.3074990220327","指定避難所"
"指定避難所（長命ケ丘中学校）","仙台市泉区長命ケ丘2-11-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震
※大雨時は初動で開設されません。","140.841189634966","38.3125190912319","指定避難所"
"指定避難所（加茂中学校）","仙台市泉区加茂3-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震
※大雨時は初動で開設されません。","140.85371006384","38.3155089444368","指定避難所"
"指定避難所（館小学校）","仙台市泉区館7-1-17","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.79925967704","38.31216091205","指定避難所"
"指定避難所（住吉台小学校）","仙台市泉区住吉台西4-1-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.782416337141","38.3294410809975","指定避難所"
"指定避難所（野村小学校）","仙台市泉区野村字東原前7","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.861097323908","38.3249127294252","指定避難所"
"指定避難所（旧実沢小学校）","仙台市泉区実沢字一本橋20","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.82111620185","38.3285391518637","指定避難所"
"指定避難所（福岡小学校）","仙台市泉区福岡字堰添10","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.781870714572","38.3543385710188","指定避難所"
"指定避難所（高森中学校）","仙台市泉区高森6-2","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震
※大雨時は初動で開設されません。","140.849987029886","38.3398054787032","指定避難所"
"指定避難所（泉松陵小学校）","仙台市泉区松陵3-35","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.90743501796","38.3308898372986","指定避難所"
"指定避難所（北中山小学校）","仙台市泉区北中山2-27-5","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.814881570827","38.3158292524469","指定避難所"
"指定避難所（桂小学校）","仙台市泉区桂3-1-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震
※大雨時は初動で開設されません。","140.864875967346","38.3394877335971","指定避難所"
"指定避難所（鶴が丘中学校）","仙台市泉区鶴が丘2-1-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震
※大雨時は初動で開設されません。","140.920303380442","38.3186361978374","指定避難所"
"指定避難所（松陵中学校）","仙台市泉区松陵5-32","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震
※大雨時は初動で開設されません。","140.916128481553","38.3290460384903","指定避難所"
"指定避難所（南光台東中学校）","仙台市泉区南光台東3-1-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震
※大雨時は初動で開設されません。","140.914618777823","38.3021292608409","指定避難所"
"指定避難所（向陽台中学校）","仙台市泉区市名坂字天神沢38-4","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震
※大雨時は初動で開設されません。","140.905724083548","38.3329950754932","指定避難所"
"指定避難所（将監東中学校）","仙台市泉区将監3-2-15","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震
※大雨時は初動で開設されません。","140.887057404102","38.3327133572352","指定避難所"
"指定避難所（将監中学校）","仙台市泉区将監9-12-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震
※大雨時は初動で開設されません。","140.871226115996","38.3328097063205","指定避難所"
"指定避難所（将監西小学校）","仙台市泉区将監10-29-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.869654144767","38.3344733621647","指定避難所"
"指定避難所（高森東小学校）","仙台市泉区高森7-1-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震
※大雨時は初動で開設されません。","140.854926658143","38.3392112337522","指定避難所"
"指定避難所（長命ケ丘小学校）","仙台市泉区長命ケ丘5-14-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.833651469319","38.3146965869163","指定避難所"
"指定避難所（南中山中学校）","仙台市泉区南中山2-26-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震
※大雨時は初動で開設されません。","140.827863820571","38.307863771256","指定避難所"
"指定避難所（寺岡小学校）","仙台市泉区寺岡2-14-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.828353782318","38.3403907706959","指定避難所"
"指定避難所（住吉台中学校）","仙台市泉区住吉台西4-1-2","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震
※大雨時は初動で開設されません。","140.781391219447","38.329813833698","指定避難所"
"指定避難所（根白石中学校）","仙台市泉区根白石字東鹿野54","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.802032248163","38.3468087799673","指定避難所"
"指定避難所（館中学校）","仙台市泉区館6-17-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.79918760843","38.3174601376793","指定避難所"
"指定避難所（仙台商業高等学校）","仙台市泉区七北田字古内75","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.871637593275","38.3239022894174","指定避難所"
"指定避難所（市名坂小学校）","仙台市泉区市名坂字高玉1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）（2階以上）、地震","140.890684981604","38.3179764383371","指定避難所"
"指定避難所（愛子小学校）","仙台市青葉区上愛子字新宮前1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.758731873205","38.2686861024852","指定避難所"
"指定避難所（富沢小学校）","仙台市太白区富沢西4-12-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）（2階以上）、地震","140.862573258295","38.2096921768095","指定避難所"
"指定避難所（仙台大志高等学校）","仙台市宮城野区五輪1-4-10","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震
※大雨時は初動で開設されません。","140.900674152479","38.2628856830454","指定避難所"
"指定避難所（岩切東コミュニティ・センター）","仙台市宮城野区岩切字青津目137-8","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","地震","140.953455540417","38.3065292336187","指定避難所"
"指定避難所（錦ケ丘小学校）","仙台市青葉区錦ケ丘7-28-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.760298025191","38.2565885871546","指定避難所"
"指定避難所（錦ケ丘中学校）","仙台市青葉区錦ケ丘1-1-7","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.763958059714","38.2635794468078","指定避難所"
"指定避難所（荒井小学校）","仙台市若林区伊在3-2-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震、津波","140.9408531283","38.2472957165513","指定避難所"
"指定避難所（新田小学校）","仙台市宮城野区新田4-30-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","避難のための広場と建物を備えた施設で、市立の小学校、中学校、高等学校等が指定されています。","","/sendaicity-html/pict/80101_001.jpg","危機管理局防災計画課","大雨（洪水・土砂）、地震","140.928620782501","38.2762773171649","指定避難所"
"地域避難場所（通町公園）","仙台市青葉区青葉町183-2","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","指定避難所の確保がむずかしい地域の一時的な避難広場で、比較的大きい公園などが指定されています。","","","危機管理局防災計画課","地震","140.863304795806","38.2810768513623","地域避難場所"
"地域避難場所（広瀬川澱緑地）","仙台市青葉区角五郎1丁目地先","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","指定避難所の確保がむずかしい地域の一時的な避難広場で、比較的大きい公園などが指定されています。","","","危機管理局防災計画課","地震","140.84956410228","38.263587646491","地域避難場所"
"地域避難場所（広瀬川牛越緑地）","仙台市青葉区荒巻字三居沢地先","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","指定避難所の確保がむずかしい地域の一時的な避難広場で、比較的大きい公園などが指定されています。","","","危機管理局防災計画課","地震","140.84121289586","38.2684376889975","地域避難場所"
"地域避難場所（北三番丁公園）","仙台市青葉区木町通1-343","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","指定避難所の確保がむずかしい地域の一時的な避難広場で、比較的大きい公園などが指定されています。","","","危機管理局防災計画課","地震","140.864443299381","38.2705016187578","地域避難場所"
"地域避難場所（勾当台公園）","仙台市青葉区本町3-9-2外","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","指定避難所の確保がむずかしい地域の一時的な避難広場で、比較的大きい公園などが指定されています。","","","危機管理局防災計画課","地震","140.872010598248","38.2673389294837","地域避難場所"
"地域避難場所（錦町公園）","仙台市青葉区本町2-21-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","指定避難所の確保がむずかしい地域の一時的な避難広場で、比較的大きい公園などが指定されています。","","","危機管理局防災計画課","地震","140.875185003452","38.2661436249011","地域避難場所"
"地域避難場所（宮城教育大学付属小・中学校）","仙台市青葉区上杉6-4-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","指定避難所の確保がむずかしい地域の一時的な避難広場で、比較的大きい公園などが指定されています。","","","危機管理局防災計画課","地震","140.876570097357","38.2772196673865","地域避難場所"
"地域避難場所（上杉公園）","仙台市青葉区上杉4-239-3外","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","指定避難所の確保がむずかしい地域の一時的な避難広場で、比較的大きい公園などが指定されています。","","","危機管理局防災計画課","地震","140.87981509862","38.2712514693423","地域避難場所"
"地域避難場所（常盤木学園高等学校）","仙台市青葉区小田原4-3-20","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","指定避難所の確保がむずかしい地域の一時的な避難広場で、比較的大きい公園などが指定されています。","","","危機管理局防災計画課","地震","140.890446096402","38.2693154463653","地域避難場所"
"地域避難場所（評定河原グラウンド）","仙台市青葉区花壇70-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","指定避難所の確保がむずかしい地域の一時的な避難広場で、比較的大きい公園などが指定されています。","","","危機管理局防災計画課","地震","140.864595699405","38.2548575802704","地域避難場所"
"地域避難場所（宮城広瀬総合運動場）","仙台市青葉区上愛子字松原39-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","指定避難所の確保がむずかしい地域の一時的な避難広場で、比較的大きい公園などが指定されています。","","","危機管理局防災計画課","地震","140.739457202423","38.2734186664464","地域避難場所"
"地域避難場所（宮城県仙台第二高等学校）","仙台市青葉区澱橋通1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","指定避難所の確保がむずかしい地域の一時的な避難広場で、比較的大きい公園などが指定されています。","","","危機管理局防災計画課","地震","140.85704170067","38.263676466956","地域避難場所"
"地域避難場所（中山とびのこ公園）","仙台市青葉区中山2-16～17番地内","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","指定避難所の確保がむずかしい地域の一時的な避難広場で、比較的大きい公園などが指定されています。","","","危機管理局防災計画課","地震","140.845423603174","38.2887167452929","地域避難場所"
"地域避難場所（中山公園）","仙台市青葉区中山7-21番地内","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","指定避難所の確保がむずかしい地域の一時的な避難広場で、比較的大きい公園などが指定されています。","","","危機管理局防災計画課","地震","140.83394910116","38.2966074806535","地域避難場所"
"地域避難場所（朴沢学園サッカーグラウンド）","仙台市青葉区川平3-21～24番地内","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","指定避難所の確保がむずかしい地域の一時的な避難広場で、比較的大きい公園などが指定されています。","","","危機管理局防災計画課","地震","140.841427499066","38.3048102537689","地域避難場所"
"地域避難場所（宮城県仙台第三高等学校）","仙台市宮城野区鶴ケ谷1-19","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","指定避難所の確保がむずかしい地域の一時的な避難広場で、比較的大きい公園などが指定されています。","","","危機管理局防災計画課","地震","140.90930950179","38.2862520033934","地域避難場所"
"地域避難場所（宮城県消防学校）","仙台市宮城野区幸町4-7-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","指定避難所の確保がむずかしい地域の一時的な避難広場で、比較的大きい公園などが指定されています。","","","危機管理局防災計画課","地震","140.906809503816","38.2761927608671","地域避難場所"
"地域避難場所（清水沼公園）","仙台市宮城野区清水沼1-17-1","http://www.city.sendai.jp/anzensuishin/kurashi/anzen/saigaitaisaku/hinanjo/doko.html","指定避難所の確保がむずかしい地域の一時的な避難広場で、比較的大きい公園などが指定されています。","","","危機管理局防災計画課","地震","140.89802559659","38.2659155530587","地域避難場所"
